cars,aircraft,flowers
0.7591095634871284,0.3264326432643264,0.7747601235973329
0.7729138166894665,0.35163516351635166,0.7932997235322816
0.7791319487625917,0.38313831383138314,0.8487558952675232
0.8018903121502301,0.42034203420342037,0.8905513091559604
0.824275587613481,0.48424842484248426,0.9073020003252561
